id,datetime,sentiment,text,token_0,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30,token_31,token_32,token_33,token_34,token_35,token_36,token_37,token_38,token_39,token_40,token_41,token_42,token_43,token_44,token_45,token_46,token_47,token_48,token_49,token_50,token_51,token_52,token_53,token_54,token_55,token_56,token_57,token_58,token_59
1.0335E+18,25/8/18 23:45,0.2,Stock Market hit all time high on Friday. Congratulations U.S.A.!,stock,market,hit,all,time,high,on,friday,congratulations,usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03372E+18,26/8/18 14:31,0.3,Fantastic numbers on consumer spending released on Friday. Stock Market hits all time high!,fantastic,numbers,on,consumer,spending,released,on,friday,stock,market,hits,all,time,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03879E+18,9/9/18 14:12,0.026666667,"“Trump has set Economic Growth on fire. During his time in office, the economy has achieved feats most experts thought impossible. GDP is growing at a 3 percent-plus rate. The unemployment rate is near a 50 year low.” CNBC...Also, the Stock Market is up almost 50% since Election!",trump,has,set,economic,growth,on,fire,during,his,time,in,office,the,economy,has,achieved,feats,most,experts,thought,impossible,gdp,is,growing,at,a,3,percent-plus,rate,the,unemployment,rate,is,near,a,50,year,low,cnbcalso,the,stock,market,is,up,almost,50,since,election,,,,,,,,,,,,
1.04747E+18,3/10/18 13:04,-0.001333333,"The Stock Market just reached an All-Time High during my Administration for the 102nd Time, a presidential record, by far, for less than two years. So much potential as Trade and Military Deals are completed.",the,stock,market,just,reached,an,all-time,high,during,my,administration,for,the,102nd,time,a,presidential,record,by,far,for,less,than,two,years,so,much,potential,as,trade,and,military,deals,are,completed,,,,,,,,,,,,,,,,,,,,,,,,,
1.0522E+18,16/10/18 14:12,0.345238095,"Incredible number just out, 7,036,000 job openings. Astonishing - it’s all working! Stock Market up big on tremendous potential of USA. Also, Strong Profits. We are Number One in World, by far!",incredible,number,just,out,7036000,job,openings,astonishing,-,its,all,working,stock,market,up,big,on,tremendous,potential,of,usa,also,strong,profits,we,are,number,one,in,world,by,far,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.05239E+18,17/10/18 2:39,1,"Stock Market up 548 points today. Also, GREAT jobs numbers!",stock,market,up,548,points,today,also,great,jobs,numbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.05254E+18,17/10/18 12:40,0,“Network News gave Zero coverage to the Big Day the Stock Market had yesterday.” @foxandfriends,network,news,gave,zero,coverage,to,the,big,day,the,stock,market,had,yesterday,@foxandfriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.05725E+18,30/10/18 12:33,0.035753968,"The Stock Market is up massively since the Election, but is now taking a little pause - people want to see what happens with the Midterms. If you want your Stocks to go down, I strongly suggest voting Democrat. They like the Venezuela financial model, High Taxes &amp, Open Borders!",the,stock,market,is,up,massively,since,the,election,but,is,now,taking,a,little,pause,-,people,want,to,see,what,happens,with,the,midterms,if,you,want,your,stocks,to,go,down,i,strongly,suggest,voting,democrat,they,like,the,venezuela,financial,model,high,taxes,&,open,borders,,,,,,,,,,
1.05762E+18,31/10/18 13:04,0.733333333,Stock Market up more than 400 points yesterday. Today looks to be another good one. Companies earnings are great!,stock,market,up,more,than,400,points,yesterday,today,looks,to,be,another,good,one,companies,earnings,are,great,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.06201E+18,12/11/18 15:34,0,The prospect of Presidential Harassment by the Dems is causing the Stock Market big headaches!,the,prospect,of,presidential,harassment,by,the,dems,is,causing,the,stock,market,big,headaches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08661E+18,19/1/19 12:51,0.45625,"The Economy is one of the best in our history, with unemployment at a 50 year low, and the Stock Market ready to again break a record (set by us many times) - &amp, all you heard yesterday, based on a phony story, was Impeachment. You want to see a Stock Market Crash, Impeach Trump!",the,economy,is,one,of,the,best,in,our,history,with,unemployment,at,a,50,year,low,and,the,stock,market,ready,to,again,break,a,record,set,by,us,many,times,-,&,all,you,heard,yesterday,based,on,a,phony,story,was,impeachment,you,want,to,see,a,stock,market,crash,impeach,trump,,,,,
1.08863E+18,25/1/19 3:09,0.116666667,Great earnings coming out of Stock Market. Too bad Media doesn’t devote much time to this!,great,earnings,coming,out,of,stock,market,too,bad,media,doesnt,devote,much,time,to,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.09784E+18,19/2/19 12:30,-0.265277778,"Had the opposition party (no, not the Media) won the election, the Stock Market would be down at least 10,000 points by now. We are heading up, up, up!",had,the,opposition,party,no,not,the,media,won,the,election,the,stock,market,would,be,down,at,least,10000,points,by,now,we,are,heading,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.11175E+18,29/3/19 21:41,0.059583333,"Had the Fed not mistakenly raised interest rates, especially since there is very little inflation, and had they not done the ridiculously timed quantitative tightening, the 3.0% GDP, &amp, Stock Market, would have both been much higher &amp, World Markets would be in a better place!",had,the,fed,not,mistakenly,raised,interest,rates,especially,since,there,is,very,little,inflation,and,had,they,not,done,the,ridiculously,timed,quantitative,tightening,the,30,gdp,&,stock,market,would,have,both,been,much,higher,&,world,markets,would,be,in,a,better,place,,,,,,,,,,,,,,
1.11743E+18,14/4/19 14:04,0.083333333,"If the Fed had done its job properly, which it has not, the Stock Market would have been up 5000 to 10,000 additional points, and GDP would have been well  over 4% instead of 3%...with almost no inflation. Quantitative tightening was a killer, should have done the exact opposite!",if,the,fed,had,done,its,job,properly,which,it,has,not,the,stock,market,would,have,been,up,5000,to,10000,additional,points,and,gdp,would,have,been,well,over,4,instead,of,3with,almost,no,inflation,quantitative,tightening,was,a,killer,should,have,done,the,exact,opposite,,,,,,,,,,,
1.12082E+18,23/4/19 22:43,-0.194375,You mean the Stock Market hit an all-time record high today and they’re actually talking impeachment!? Will I ever be given credit for anything by the Fake News Media or Radical Liberal Dems? NO COLLUSION!,you,mean,the,stock,market,hit,an,all-time,record,high,today,and,theyre,actually,talking,impeachment,will,i,ever,be,given,credit,for,anything,by,the,fake,news,media,or,radical,liberal,dems,no,collusion,,,,,,,,,,,,,,,,,,,,,,,,,
1.13844E+18,11/6/19 13:55,0.275416667,Good day in the Stock Market. People have no idea the tremendous potential our Country has for GROWTH - and many other things!,good,day,in,the,stock,market,people,have,no,idea,the,tremendous,potential,our,country,has,for,growth,-,and,many,other,things,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14244E+18,22/6/19 14:13,1,Stock Market is on track to have the best June in over 50 years! Thank you Mr. President! @WSJ,stock,market,is,on,track,to,have,the,best,june,in,over,50,years,thank,you,mr,president,@wsj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14248E+18,22/6/19 16:55,0.675,"I am at Camp David working on many things, including Iran! We have a great Economy, Tariffs have been very helpful both with respect to the huge Dollars coming IN, &amp, on helping to make good Trade Deals. The Dow heading to BEST June in 80 years! Stock Market BEST June in 50 years!",i,am,at,camp,david,working,on,many,things,including,iran,we,have,a,great,economy,tariffs,have,been,very,helpful,both,with,respect,to,the,huge,dollars,coming,in,&,on,helping,to,make,good,trade,deals,the,dow,heading,to,best,june,in,80,years,stock,market,best,june,in,50,years,,,,,,
1.14349E+18,25/6/19 12:11,1,Stock Market is heading for one of the best months (June) in the history of our Country. Thank you Mr. President!,stock,market,is,heading,for,one,of,the,best,months,june,in,the,history,of,our,country,thank,you,mr,president,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14453E+18,28/6/19 9:12,0,"The Stock Market went up massively from the day after I won the Election, all the way up to the day that I took office, because of the enthusiasm for the fact that I was going to be President. That big Stock Market increase must be credited to me. If Hillary won - a Big Crash!",the,stock,market,went,up,massively,from,the,day,after,i,won,the,election,all,the,way,up,to,the,day,that,i,took,office,because,of,the,enthusiasm,for,the,fact,that,i,was,going,to,be,president,that,big,stock,market,increase,must,be,credited,to,me,if,hillary,won,-,a,big,crash,,,,
1.14663E+18,4/7/19 3:44,0.445454545,Today’s Stock Market is the highest in the history of our great Country! This is the 104th time since the Election of 2016 that we have reached a NEW HIGH. Congratulations USA!,todays,stock,market,is,the,highest,in,the,history,of,our,great,country,this,is,the,104th,time,since,the,election,of,2016,that,we,have,reached,a,new,high,congratulations,usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.15087E+18,15/7/19 21:08,0.466666667,"....Detention facilities are not Concentration Camps! America has never been stronger than it is now – rebuilt Military, highest Stock Market EVER, lowest unemployment and more people working than ever before. Keep America Great!",detention,facilities,are,not,concentration,camps,america,has,never,been,stronger,than,it,is,now,,rebuilt,military,highest,stock,market,ever,lowest,unemployment,and,more,people,working,than,ever,before,keep,america,great,,,,,,,,,,,,,,,,,,,,,,,,,,
1.15147E+18,17/7/19 12:46,0.446428571,"Big Rally tonight in Greenville, North Carolina. Lots of great things to tell you about, including the fact that our Economy is the best it has ever been. Best Employment &amp, Stock Market Numbers EVER. I’ll talk also about people who love, and hate, our Country (mostly love)!  7:PM",big,rally,tonight,in,greenville,north,carolina,lots,of,great,things,to,tell,you,about,including,the,fact,that,our,economy,is,the,best,it,has,ever,been,best,employment,&,stock,market,numbers,ever,ill,talk,also,about,people,who,love,and,hate,our,country,mostly,love,7pm,,,,,,,,,,,
1.15363E+18,23/7/19 11:25,0.361111111,"Newest Poll: Only 11% in favor of starting ridiculous impeachment hearings. Well, let’s see: We have the Best Economy in History, the Best Employment Numbers in History, Most People Working in History, Highest Stock Market in History, Biggest Tax and Regulation Cuts in History,..",newest,poll,only,11,in,favor,of,starting,ridiculous,impeachment,hearings,well,lets,see,we,have,the,best,economy,in,history,the,best,employment,numbers,in,history,most,people,working,in,history,highest,stock,market,in,history,biggest,tax,and,regulation,cuts,in,history,,,,,,,,,,,,,,,,
1.15436E+18,25/7/19 12:07,0.525,"President Trump’s Approval Rating on Economy is at 52%, a 4 point jump. Fox Poll @foxandfriends  Shouldn’t this be at 100%? Best stock market, economy and unemployment numbers ever! Most people working within U.S. ever! Low interest rates, very low inflation! Country doing great!",president,trumps,approval,rating,on,economy,is,at,52,a,4,point,jump,fox,poll,@foxandfriends,shouldnt,this,be,at,100,best,stock,market,economy,and,unemployment,numbers,ever,most,people,working,within,us,ever,low,interest,rates,very,low,inflation,country,doing,great,,,,,,,,,,,,,,,,
1.15436E+18,25/7/19 12:07,0.525,"President Trump’s Approval Rating on Economy is at 52%, a 4 point jump. Fox Poll @foxandfriends  Shouldn’t this be at 100%? Best stock market, economy and unemployment numbers ever! Most people working within U.S. ever! Low interest rates, very low inflation! Country doing great!",president,trumps,approval,rating,on,economy,is,at,52,a,4,point,jump,fox,poll,@foxandfriends,shouldnt,this,be,at,100,best,stock,market,economy,and,unemployment,numbers,ever,most,people,working,within,us,ever,low,interest,rates,very,low,inflation,country,doing,great,,,,,,,,,,,,,,,,
1.15678E+18,1/8/19 4:05,0.4,"The people on the stage tonight, and last, were not those that will either Make America Great Again or Keep America Great! Our Country now is breaking records in almost every category, from Stock Market to Military to Unemployment. We have prosperity &amp, success like never before..",the,people,on,the,stage,tonight,and,last,were,not,those,that,will,either,make,america,great,again,or,keep,america,great,our,country,now,is,breaking,records,in,almost,every,category,from,stock,market,to,military,to,unemployment,we,have,prosperity,&,success,like,never,before,,,,,,,,,,,,,
1.15678E+18,1/8/19 4:05,0.4,"The people on the stage tonight, and last, were not those that will either Make America Great Again or Keep America Great! Our Country now is breaking records in almost every category, from Stock Market to Military to Unemployment. We have prosperity &amp, success like never before..",the,people,on,the,stage,tonight,and,last,were,not,those,that,will,either,make,america,great,again,or,keep,america,great,our,country,now,is,breaking,records,in,almost,every,category,from,stock,market,to,military,to,unemployment,we,have,prosperity,&,success,like,never,before,,,,,,,,,,,,,
1.16577E+18,25/8/19 23:30,0.6,"My Stock Market gains must be judged from the day after the Election, November 9, 2016, where the Market went up big after the win, and because of the win. Had my opponent won, CRASH!",my,stock,market,gains,must,be,judged,from,the,day,after,the,election,november,9,2016,where,the,market,went,up,big,after,the,win,and,because,of,the,win,had,my,opponent,won,crash,,,,,,,,,,,,,,,,,,,,,,,,,
1.16577E+18,25/8/19 23:30,0.6,"My Stock Market gains must be judged from the day after the Election, November 9, 2016, where the Market went up big after the win, and because of the win. Had my opponent won, CRASH!",my,stock,market,gains,must,be,judged,from,the,day,after,the,election,november,9,2016,where,the,market,went,up,big,after,the,win,and,because,of,the,win,had,my,opponent,won,crash,,,,,,,,,,,,,,,,,,,,,,,,,
1.16744E+18,30/8/19 14:10,-0.230102041,"If the Fed would cut, we would have one of the biggest Stock Market increases in a long time. Badly run and weak companies are smartly blaming these small Tariffs instead of themselves for bad management...and who can really blame them for doing that? Excuses!",if,the,fed,would,cut,we,would,have,one,of,the,biggest,stock,market,increases,in,a,long,time,badly,run,and,weak,companies,are,smartly,blaming,these,small,tariffs,instead,of,themselves,for,bad,managementand,who,can,really,blame,them,for,doing,that,excuses,,,,,,,,,,,,,,,
1.16744E+18,30/8/19 14:10,-0.230102041,"If the Fed would cut, we would have one of the biggest Stock Market increases in a long time. Badly run and weak companies are smartly blaming these small Tariffs instead of themselves for bad management...and who can really blame them for doing that? Excuses!",if,the,fed,would,cut,we,would,have,one,of,the,biggest,stock,market,increases,in,a,long,time,badly,run,and,weak,companies,are,smartly,blaming,these,small,tariffs,instead,of,themselves,for,bad,managementand,who,can,really,blame,them,for,doing,that,excuses,,,,,,,,,,,,,,,
1.16849E+18,2/9/19 11:38,-0.041727273,"Since my election, many trillions of dollars of worth has been created for our Country, and the Stock Market is up over 50%. If you followed the advice of the Failing New York Times columnist, Paul Krugman, you’d be doing VERY poorly - you’d be angry and hurt. He never got it!",since,my,election,many,trillions,of,dollars,of,worth,has,been,created,for,our,country,and,the,stock,market,is,up,over,50,if,you,followed,the,advice,of,the,failing,new,york,times,columnist,paul,krugman,youd,be,doing,very,poorly,-,youd,be,angry,and,hurt,he,never,got,it,,,,,,,,
1.16849E+18,2/9/19 11:38,-0.041727273,"Since my election, many trillions of dollars of worth has been created for our Country, and the Stock Market is up over 50%. If you followed the advice of the Failing New York Times columnist, Paul Krugman, you’d be doing VERY poorly - you’d be angry and hurt. He never got it!",since,my,election,many,trillions,of,dollars,of,worth,has,been,created,for,our,country,and,the,stock,market,is,up,over,50,if,you,followed,the,advice,of,the,failing,new,york,times,columnist,paul,krugman,youd,be,doing,very,poorly,-,youd,be,angry,and,hurt,he,never,got,it,,,,,,,,
1.17718E+18,26/9/19 11:14,0.5,If they actually did this the markets would crash. Do you think it was luck that got us to the best Stock Market and Economy in our history. It wasn’t! https://t.co/V0WGVWEWTN,if,they,actually,did,this,the,markets,would,crash,do,you,think,it,was,luck,that,got,us,to,the,best,stock,market,and,economy,in,our,history,it,wasnt,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.17718E+18,26/9/19 11:14,0.5,If they actually did this the markets would crash. Do you think it was luck that got us to the best Stock Market and Economy in our history. It wasn’t! https://t.co/V0WGVWEWTN,if,they,actually,did,this,the,markets,would,crash,do,you,think,it,was,luck,that,got,us,to,the,best,stock,market,and,economy,in,our,history,it,wasnt,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.17898E+18,1/10/19 10:33,0.312142857,"You cannot judge my Stock Market performance since the Inauguration, which was very good, but only from the day after the big Election Win, which was spectacular due to the euphoria of getting Obama/Biden OUT, &amp, getting Trump/Pence IN. WentI up BIG between Nov. 9 &amp, Inauguration!",you,cannot,judge,my,stock,market,performance,since,the,inauguration,which,was,very,good,but,only,from,the,day,after,the,big,election,win,which,was,spectacular,due,to,the,euphoria,of,getting,obamabiden,out,&,getting,trumppence,in,wenti,up,big,between,nov,9,&,inauguration,,,,,,,,,,,,,
1.17942E+18,2/10/19 15:19,0.086111111,"All of this impeachment nonsense, which is going nowhere, is driving the Stock Market, and your 401K’s, down. But that is exactly what the Democrats want to do. They are willing to hurt the Country, with only the 2020 Election in mind!",all,of,this,impeachment,nonsense,which,is,going,nowhere,is,driving,the,stock,market,and,your,401ks,down,but,that,is,exactly,what,the,democrats,want,to,do,they,are,willing,to,hurt,the,country,with,only,the,2020,election,in,mind,,,,,,,,,,,,,,,,,,
1.18992E+18,31/10/19 14:57,0,The Impeachment Hoax is hurting our Stock Market. The Do Nothing Democrats don’t care!,the,impeachment,hoax,is,hurting,our,stock,market,the,do,nothing,democrats,dont,care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.19027E+18,1/11/19 14:08,0.25,"Stock Market up BIG! Record highs for S&amp,P 500 and NASDAQ. Enjoy!",stock,market,up,big,record,highs,for,s&p,500,and,nasdaq,enjoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.19135E+18,4/11/19 13:45,0.2,Stock Market hits RECORD HIGH. Spend your money well!,stock,market,hits,record,high,spend,your,money,well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.19137E+18,4/11/19 15:09,-0.03,All-Time High for Stock Market and all the Fake News wants to talk about is the Impeachment Hoax!,all-time,high,for,stock,market,and,all,the,fake,news,wants,to,talk,about,is,the,impeachment,hoax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.19207E+18,6/11/19 13:30,0.240277778,"Stock Markets (all three) hit another ALL TIME &amp, HISTORIC HIGH yesterday! You are sooo lucky to have me as your President (just kidding!). Spend your money well!",stock,markets,all,three,hit,another,all,time,&,historic,high,yesterday,you,are,sooo,lucky,to,have,me,as,your,president,just,kidding,spend,your,money,well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.19247E+18,7/11/19 15:43,0.212121212,Stock Market up big today. A New Record. Enjoy!,stock,market,up,big,today,a,new,record,enjoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.19497E+18,14/11/19 13:44,0.148051948,"Hit New Stock Market record again yesterday, the 20th time this year, with GREAT potential for the future. USA is where the action is. Companies and jobs are coming back like never before!",hit,new,stock,market,record,again,yesterday,the,20th,time,this,year,with,great,potential,for,the,future,usa,is,where,the,action,is,companies,and,jobs,are,coming,back,like,never,before,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.19536E+18,15/11/19 15:17,0.22,"Another Record Stock Market, 21 times this year, despite an ongoing, &amp, totally unfounded, Witch Hunt, &amp, a Democrat Party that would love to see a nice, big, juicy recession. In actuality, the potential for the United States is unlimited. We will power through the Do Nothing Dems!",another,record,stock,market,21,times,this,year,despite,an,ongoing,&,totally,unfounded,witch,hunt,&,a,democrat,party,that,would,love,to,see,a,nice,big,juicy,recession,in,actuality,the,potential,for,the,united,states,is,unlimited,we,will,power,through,the,do,nothing,dems,,,,,,,,,,,,
1.19538E+18,15/11/19 16:34,0.045454545,"Stock Market up big. New and Historic Record. Job, jobs, jobs!",stock,market,up,big,new,and,historic,record,job,jobs,jobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.19898E+18,25/11/19 15:05,0.318181818,Another new Stock Market Record. Enjoy!,another,new,stock,market,record,enjoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.19981E+18,27/11/19 22:09,0.170454545,"New Stock Market Record today, AGAIN. Congratulations USA!",new,stock,market,record,today,again,congratulations,usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.20263E+18,5/12/19 16:49,0.459090909,"Nancy Pelosi just had a nervous fit. She hates that we will soon have 182 great new judges and sooo much more. Stock Market and employment records. She says she “prays for the President.” I don’t believe her, not even close. Help the homeless in your district Nancy. USMCA?",nancy,pelosi,just,had,a,nervous,fit,she,hates,that,we,will,soon,have,182,great,new,judges,and,sooo,much,more,stock,market,and,employment,records,she,says,she,prays,for,the,president,i,dont,believe,her,not,even,close,help,the,homeless,in,your,district,nancy,usmca,,,,,,,,,,,
1.20294E+18,6/12/19 13:16,-0.8,"Stock Markets Up Record Numbers. For this year alone, Dow up 18.65%, S&amp,P up 24.36%, Nasdaq Composite up 29.17%. “It’s the economy, stupid.”",stock,markets,up,record,numbers,for,this,year,alone,dow,up,1865,s&p,up,2436,nasdaq,composite,up,2917,its,the,economy,stupid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.20298E+18,6/12/19 16:00,-0.126041667,"Without the horror show that is the Radical Left, Do Nothing Democrats, the Stock Markets and Economy would be even better, if that is possible, and the Border would be closed to the evil of Drugs, Gangs and all other problems! #2020",without,the,horror,show,that,is,the,radical,left,do,nothing,democrats,the,stock,markets,and,economy,would,be,even,better,if,that,is,possible,and,the,border,would,be,closed,to,the,evil,of,drugs,gangs,and,all,other,problems,#2020,,,,,,,,,,,,,,,,,,
1.20549E+18,13/12/19 13:53,0,"Record Stock Market &amp, Jobs!",record,stock,market,&,jobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.20695E+18,17/12/19 14:39,-0.001111111,"The Stock Market hit another Record High yesterday, number 133 in less than three years as your all time favorite President, and the Radical Left, Do Nothing Democrats, want to impeach me. Don’t worry, I have done nothing wrong. Actually, they have!",the,stock,market,hit,another,record,high,yesterday,number,133,in,less,than,three,years,as,your,all,time,favorite,president,and,the,radical,left,do,nothing,democrats,want,to,impeach,me,dont,worry,i,have,done,nothing,wrong,actually,they,have,,,,,,,,,,,,,,,,,,
1.20814E+18,20/12/19 21:23,0.6,"Economy is GREAT, Big Stock Market uptick today. Best ranking in 20 years admits CNN! https://t.co/fhee5zYqvB",economy,is,great,big,stock,market,uptick,today,best,ranking,in,20,years,admits,cnn,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.20825E+18,21/12/19 4:43,1,Broke all time Stock Market Record again today. 135 times since my 2016 Election Win. Thank you!,broke,all,time,stock,market,record,again,today,135,times,since,my,2016,election,win,thank,you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.20927E+18,24/12/19 0:17,0.145833333,"STOCK MARKET CLOSES AT ALL-TIME HIGH! What a great time for the Radical Left, Do Nothing Democrats to Impeach your favorite President, especially since he has not done anything wrong!",stock,market,closes,at,all-time,high,what,a,great,time,for,the,radical,left,do,nothing,democrats,to,impeach,your,favorite,president,especially,since,he,has,not,done,anything,wrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.20945E+18,24/12/19 12:15,0,“Stocks kick off Christmas week at All-Time Record Highs.” @foxandfriends,stocks,kick,off,christmas,week,at,all-time,record,highs,@foxandfriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2103E+18,26/12/19 20:41,-0.075,“Trump stock market rally is far outpacing past US presidents” https://t.co/lFegwHMLGr,trump,stock,market,rally,is,far,outpacing,past,us,presidents,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21057E+18,27/12/19 14:42,0.297272727,"“Trump Stock Market rally is far outpacing past U.S. presidents” @CNBC  With new trade deals, and more, THE BEST IS YET TO COME!",trump,stock,market,rally,is,far,outpacing,past,us,presidents,@cnbc,with,new,trade,deals,and,more,the,best,is,yet,to,come,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21529E+18,9/1/20 2:54,-0.1,"STOCK MARKET AT ALL-TIME HIGH! HOW ARE YOUR 409K’S DOING? 70%, 80%, 90% up? Only 50% up! What are you doing wrong?",stock,market,at,all-time,high,how,are,your,409ks,doing,70,80,90,up,only,50,up,what,are,you,doing,wrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21826E+18,17/1/20 20:10,0.112121212,Heading to Florida for big Republican Party event. New Stock Market Record. Jobs in USA at all-time high!,heading,to,florida,for,big,republican,party,event,new,stock,market,record,jobs,in,usa,at,all-time,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21853E+18,18/1/20 13:35,0,“Trade Deals Drive Stocks To Record Highs.” @FoxNews,trade,deals,drive,stocks,to,record,highs,@foxnews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21869E+18,19/1/20 0:32,-0.28125,"If you listened to the flawed advice of @paulkrugman at the @nytimes, a newspaper that was going broke until I came along, you would have entirely missed the RECORD BREAKING Stock Market (and other) numbers produced since Election Day, 2016. Sorry, those are the FACTS....",if,you,listened,to,the,flawed,advice,of,@paulkrugman,at,the,@nytimes,a,newspaper,that,was,going,broke,until,i,came,along,you,would,have,entirely,missed,the,record,breaking,stock,market,and,other,numbers,produced,since,election,day,2016,sorry,those,are,the,facts,,,,,,,,,,,,,,,
1.22726E+18,11/2/20 15:49,0.612121212,"New Stock Market RECORD. Congratulations, spend your money wisely. KEEP AMERICA GREAT!!!!!",new,stock,market,record,congratulations,spend,your,money,wisely,keep,america,great,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.23016E+18,19/2/20 15:42,0.125,"Highest Stock Market In History, By Far!",highest,stock,market,in,history,by,far,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.23206E+18,24/2/20 21:42,0.274484127,The Coronavirus is very much under control in the USA. We are in contact with everyone and all relevant countries. CDC &amp; World Health have been working hard and very smart. Stock Market starting to look very good to me!,the,coronavirus,is,very,much,under,control,in,the,usa,we,are,in,contact,with,everyone,and,all,relevant,countries,cdc,&,world,health,have,been,working,hard,and,very,smart,stock,market,starting,to,look,very,good,to,me,,,,,,,,,,,,,,,,,,,,
1.2388E+18,14/3/20 12:08,0,BIGGEST STOCK MARKET RISE IN HISTORY YESTERDAY!,biggest,stock,market,rise,in,history,yesterday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.24857E+18,10/4/20 11:30,0.266666667,"This week, in only 4 days, we had the biggest Stock Market increase since 1974. We have a great chance for the really big bounce when the Invisible Enemy is gone!",this,week,in,only,4,days,we,had,the,biggest,stock,market,increase,since,1974,we,have,a,great,chance,for,the,really,big,bounce,when,the,invisible,enemy,is,gone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.26528E+18,26/5/20 13:45,0.25,"Stock Market up BIG, DOW crosses 25,000. S&amp;P 500 over 3000. States should open up ASAP. The Transition to Greatness has started, ahead of schedule. There will be ups and downs, but next year will be one of the best ever!",stock,market,up,big,dow,crosses,25000,s&p,500,over,3000,states,should,open,up,asap,the,transition,to,greatness,has,started,ahead,of,schedule,there,will,be,ups,and,downs,but,next,year,will,be,one,of,the,best,ever,,,,,,,,,,,,,,,,,,,
